Week,Month,Day,Time,Year,Model,Market,Factors,ExpName[i],Alpha,card(tot_iis_indices),Price,TSS,TCS,TPF,MV,CSL,CSLM,CSUM,CSH,PL,PLM,PUM,PH,g[1],g[2],g[3],g[4],g[5],g[6],g[7],g[8],g[9],g[10],g[11],g[12],g[13],g[14],g[15],g[16],g[17],g[18],g[19],g[20],g[21],g[22],g[23],g[24],g[25],g[26],g[27],g[28],g[29],g[30],g[31],g[32],g[33],g[34],g[35],g[36],g[37],g[38],g[39],g[40],g[41],g[42],g[43],g[44],g[45],g[46],g[47],g[48],g[49],g[50],g[51],g[52],Prod,Cos
Fri,May,1,0.608460648,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e50.dat,1,0,Average,16983235537,7519679920,8849314637,33711865897,756999388.2,2103981909,2191708946,2466989677,1301280119,3549296225,3291181340,2880560011,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,
Fri,May,1,0.608576389,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e51.dat,1,0,Average,17039696823,7306851610,8872451255,33815533347,722341839.7,2222022338,2100844365,2261643068,1411379269,3710972731,3310826152,2952909073,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,
Fri,May,1,0.608680556,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e52.dat,1,0,Average,16936319176,7601469824,8901743267,33620028307,894932509.2,2222581595,2047517628,2436438091,1475266415,3375262585,3219449003,2840324847,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.60880787,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e53.dat,1,0,Average,16990778533,7465773905,8878953579,33761332684,809976920.3,2024271292,2250040467,2381485226,1460393252,3599195247,3284077687,2802258151,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.608935185,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e54.dat,1,0,Average,16974057747,7595285594,8949426717,33703162280,817758643.7,2066848651,2194488958,2516189341,1425467233,3443562867,3229424721,2883023404,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.6090625,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e55.dat,1,0,Average,17044302792,7396575641,8892389186,33861625802,629507176.2,2092311447,2172433553,2502323466,1524313712,3651002364,3237253527,2887741890,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.609189815,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e56.dat,1,0,Average,17003668587,7616882853,8929704028,33810975649,741664858.6,2141661400,2241379284,2492177310,1208309693,3705019419,3193249654,2855176771,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.60931713,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e57.dat,1,0,Average,16884563104,7637693657,8915224204,33492889823,845989752,2151255198,2168760239,2471688467,1202809300,3593260929,3189174530,2844571329,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.60943287,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e58.dat,1,0,Average,16790123127,7302012671,8784685367,33255161079,674872292.5,2085614823,2188926023,2352599532,1381134059,3758421924,3175327956,2912961624,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,
Fri,May,1,0.609548611,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e59.dat,1,0,Average,17058404230,7347969470,8941521152,33804923404,720564744.2,1838092559,2335143049,2454169118,1591612646,3628102953,3215375489,2879114485,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.609664352,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e60.dat,1,0,Average,17084998753,7313394835,8885546007,33897863710,516096041,2170145893,2216838771,2410314131,1483746286,3782572804,3278630783,2854232104,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.609791667,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e61.dat,1,0,Average,17043475222,7684101830,8959337996,33833065661,816537995.9,2155666655,2227440588,2484456591,1436621186,3341114034,3221963622,2850739111,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.609895833,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e62.dat,1,0,Average,17017158687,7444802623,8788176125,33825755987,725797741.3,2128713534,2229605565,2360685782,1445857855,3450143779,3252413383,2953715715,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,
Fri,May,1,0.610011574,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e63.dat,1,0,Average,17085995022,7616145368,8859623887,33930429410,795786991.5,2103413087,2268708742,2448236548,1301585657,3466636179,3307418990,2827780532,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.610150463,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e64.dat,1,0,Average,16931406082,7264282601,8872522184,33620778459,850729161.4,1956566254,2207656560,2249330624,1485970488,3610799521,3243007008,3093364988,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.610266204,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e65.dat,1,0,Average,17008947532,7512619013,8928019565,33831804688,802507222.4,2184085402,2062010879,2464015510,1488192863,3472203755,3265024715,2887347253,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,
Fri,May,1,0.610381944,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e66.dat,1,0,Average,16914135831,7544769698,8836500271,33572104686,749835915.5,2238058311,2137084062,2419791409,1180301052,3683178847,3241111936,2799197831,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.610497685,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e67.dat,1,0,Average,16936158850,7406297323,8780307987,33676361933,784872617.6,2106437181,2130247838,2384739687,1454716630,3476206309,3154817355,2949792489,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.610601852,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e68.dat,1,0,Average,16929342574,7188815380,8832425737,33632342113,571919890.1,2184226722,1977645645,2455023123,1509775777,3788608282,3303177643,2861959630,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.610717593,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e69.dat,1,0,Average,16882503539,7424252567,8833906135,33584979235,765820934.1,2206847827,2038600215,2412983591,1187637292,3827296552,3239365958,2823085167,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.610856481,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e70.dat,1,0,Average,16924340088,7266501488,8755048826,33621484807,799605644.3,1973156964,2123877891,2369860988,1217789992,3940914114,3289540128,2832186524,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.610972222,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e71.dat,1,0,Average,16910982705,7388062190,8880235135,33593397745,762422727.4,2031059143,2146892952,2447687368,1225152512,3830283994,3181845467,2874686032,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,
Fri,May,1,0.611087963,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e72.dat,1,0,Average,16957958481,7461373717,8913400820,33676514251,737287392.3,2163149078,2185917261,2375019986,1456439665,3602727338,3244991933,2934942456,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.611226852,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e73.dat,1,0,Average,16978432389,7333827305,8917508048,33740244497,611205349.6,1997356243,2245270847,2479994865,1557973015,3595877219,3276258355,2860083880,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.611354167,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e74.dat,1,0,Average,16910142180,7527535843,8853594955,33480263731,745540077.2,2290036229,2045104381,2446855157,1203732589,3668551195,3215292735,2821561870,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.611469907,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e75.dat,1,0,Average,16946880193,7584304246,8781613580,33639989133,793503754.9,2186985210,2162716989,2441098293,1098322550,3755619854,3101296998,2811441838,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.611608796,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e76.dat,1,0,Average,16987211893,7478696791,8931535861,33726285543,819506582.4,2049823078,2133077999,2476289132,1253766468,3752548884,3292647137,2876052206,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.611736111,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e77.dat,1,0,Average,16982485022,7374725779,8787753511,33707635998,706512034.6,2256359860,1992253406,2419600479,1202093465,3652863095,3241821422,2852232625,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.611840278,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e78.dat,1,0,Average,16979277525,7494185996,8845089347,33700680238,840543582.3,2202573637,1991620382,2459448395,1305273764,3682157081,3281632364,2854742858,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,
Fri,May,1,0.611956019,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e79.dat,1,0,Average,17055223397,7523262298,8982872255,33878800309,699243743.1,2135362317,2167638548,2521017690,1305094242,3804610388,3169703851,2899958756,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.612083333,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e80.dat,1,0,Average,16970840936,7611523082,8888284373,33675829193,817836844.3,2165672352,2155933370,2472080516,1387510786,3415215902,3177717414,2845924080,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.612199074,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e81.dat,1,0,Average,16827736268,7537315085,8863895209,33456309538,828243453.4,2035235823,2206243477,2467592332,1528651297,3405509808,3103552258,2834741431,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.612326389,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e82.dat,1,0,Average,17035764292,7685454989,8900519292,33901539148,744453609.6,2269950704,2183659247,2487391429,1117617830,3659913268,3208113283,2852958720,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.612453704,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e83.dat,1,0,Average,16954814618,7309688965,8808276931,33690868506,847354198.9,2052453516,2077902258,2331978992,1302978927,3692344906,3324565481,2966785700,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.612581019,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e84.dat,1,0,Average,17059983007,7684925182,8949411333,33841408987,778305049.6,2213806937,2193093853,2499719342,1457118287,3458619437,3198810102,2819931165,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.612719907,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e85.dat,1,0,Average,17048797714,7298802780,8908265737,33818323657,713960564.3,1982713024,2121721672,2480407520,1502776005,3739476242,3318245523,2884895862,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.612835648,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e86.dat,1,0,Average,17039942926,7462418876,8938078333,33919887987,725271429.3,2082777623,2193486575,2460883249,1459635581,3495699907,3313998261,2888731491,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,,
Fri,May,1,0.612951389,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e87.dat,1,0,Average,16903910605,7595633878,8779951247,33538243128,747120268.2,2251450521,2147674102,2449388986,1194018035,3401753604,3210268863,2853264742,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.61306713,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e88.dat,1,0,Average,17101309245,7389351633,8935945809,33932265677,671293155.2,2004701379,2224242814,2489114285,1294180201,3933575796,3212272798,2939077210,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.61318287,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e89.dat,1,0,Average,16887365607,7417343100,8746615178,33537196096,832850054.8,2130449243,1975196893,2478846909,1228176032,3469591713,3420105671,2907458482,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.613310185,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e90.dat,1,0,Average,16978149157,7487400681,8867052630,33711087656,918661766.9,2076609984,2026064310,2466064619,1421949067,3753765898,3095615596,2839200902,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,
Fri,May,1,0.613425926,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e91.dat,1,0,Average,16912129344,7580477041,8787764527,33590294097,876395859.6,2016965772,2208908638,2478206772,1328531395,3402823317,3167612811,2862118701,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.613541667,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e92.dat,1,0,Average,16830797344,7280423820,8757833561,33492030899,718236308.2,2126403883,2023125872,2412657757,1376259612,3633276490,3328714442,2792267437,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,
Fri,May,1,0.613668981,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e93.dat,1,0,Average,16757750827,7353861346,8830329686,33260931994,837795107.7,2050515411,2049817035,2415733793,1430087059,3668924671,3167634969,2807161819,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.613796296,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e94.dat,1,0,Average,16909419430,7457332932,8842155667,33533931899,735750606.6,2217144788,2059232499,2445205038,1238544776,3713549629,3260486815,2873053280,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.613912037,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e95.dat,1,0,Average,16876734613,7647627910,8826091442,33505242292,812970253.3,2190138820,2201343386,2443175450,1478419963,3185643287,3174444959,2808207417,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,
Fri,May,1,0.614039352,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e96.dat,1,0,Average,16982414259,7310477630,8889898177,33683923489,582943644.8,2193472863,2073870659,2460190463,1595016832,3516391575,3303743712,2894414329,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,
Fri,May,1,0.614143519,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e97.dat,1,0,Average,17049583463,7466434942,8910620731,33839815054,880913789.8,2126635316,1990257686,2468628151,1437597129,3637664966,3232184734,2834906773,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.614270833,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e98.dat,1,0,Average,17073423639,7691527517,8859620845,33880338871,758896626.1,2231345918,2217150101,2484134871,1155642109,3683339725,3183455282,2857489276,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
Fri,May,1,0.614398148,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e99.dat,1,0,Average,17099996398,7509838914,8917268117,33859637660,820428467.1,2164212435,2037664422,2487533590,1283024081,3761999588,3338626276,2812334893,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,,
